49.834254143646,499.44751381215,0,0.18121546961326
54.005524861878,496.68508287293,0,0.18729281767956
58.17679558011,493.9226519337,0,0.19337016574586
62.348066298343,491.16022099448,0,0.19944751381215
66.519337016575,488.39779005525,0,0.20552486187845
70.690607734807,485.63535911602,0,0.21160220994475
74.861878453039,482.8729281768,0,0.21767955801105
79.033149171271,480.11049723757,0,0.22375690607735
83.204419889503,477.34806629834,0,0.22983425414365
87.375690607735,474.58563535912,0,0.23591160220994
91.546961325967,471.82320441989,0,0.24198895027624
95.718232044199,469.06077348066,0,0.24806629834254
99.889502762431,466.29834254144,0,0.25414364640884
104.06077348066,463.53591160221,0,0.26022099447514
108.2320441989,460.77348066298,0,0.26629834254144
112.40331491713,458.01104972376,0,0.27237569060773
116.57458563536,455.24861878453,0,0.27845303867403
120.74585635359,452.4861878453,0,0.28453038674033
124.91712707182,449.72375690608,0,0.29060773480663
129.08839779006,446.96132596685,0,0.29668508287293
133.25966850829,444.19889502762,0,0.30276243093923
137.43093922652,441.4364640884,0,0.30883977900552
141.60220994475,438.67403314917,0,0.31491712707182
145.77348066298,435.91160220994,0,0.32099447513812
149.94475138122,433.14917127072,0,0.32707182320442
154.11602209945,430.38674033149,0,0.33314917127072
158.28729281768,427.62430939227,0,0.33922651933702
162.45856353591,424.86187845304,0,0.34530386740331
166.62983425414,422.09944751381,0,0.35138121546961
170.80110497238,419.33701657459,0,0.35745856353591
174.97237569061,416.57458563536,0,0.36353591160221
179.14364640884,413.81215469613,0,0.36961325966851
183.31491712707,411.04972375691,0,0.37569060773481
187.4861878453,408.28729281768,0,0.38176795580111
191.65745856354,405.52486187845,0,0.3878453038674
195.82872928177,402.76243093923,0,0.3939226519337
200,400,0,0.4
205,400,0,0.4
210,400,0,0.4
215,400,0,0.4
220,400,0,0.4
225,400,0,0.4
230,400,0,0.4
235,400,0,0.4
240,400,0,0.4
245,400,0,0.4
250,400,0,0.4
255,400,0,0.4
260,400,0,0.4
265,400,0,0.4
270,400,0,0.4
275,400,0,0.4
280,400,0,0.4
285,400,0,0.4
290,400,0,0.4
295,400,0,0.4
300,400,0,0.4
305,400,0,0.4
310,400,0,0.4
315,400,0,0.4
320,400,0,0.4
325,400,0,0.4
330,400,0,0.4
335,400,0,0.4
340,400,0,0.4
345,400,0,0.4
350,400,0,0.4
355,400,0,0.4
360,400,0,0.4
365,400,0,0.4
370,400,0,0.4
375,400,0,0.4
380,400,0,0.4
385,400,0,0.4
390,400,0,0.4
395,400,0,0.4
