Coordenada X, Coordenada Y, Angulo, Escala
400,300,1.495398103109,0.1
400,300,1.5330972149521,0.1
400,300,1.5707963267952,0.1
400,300,1.6084954386383,0.1
400,300,1.6461945504814,0.1
400,300,1.6838936623244,0.1
400,300,1.7215927741675,0.1
400,300,1.7592918860106,0.1
400,300,1.7969909978537,0.1
400,300,1.8346901096968,0.1
400,300,1.8723892215399,0.1
400,300,1.910088333383,0.1
400,300,1.947787445226,0.1
400,300,1.9854865570691,0.1
400,300,2.0231856689122,0.1
400,300,2.0608847807553,0.1
400,300,2.0985838925984,0.1
400,300,2.1362830044415,0.1
400,300,2.1739821162846,0.1
400,300,2.2116812281276,0.1
400,300,2.2493803399707,0.1
400,300,2.2870794518138,0.1
400,300,2.3247785636569,0.1
400,300,2.3624776755,0.1
400,300,2.4001767873431,0.1
400,300,2.4378758991862,0.1
400,300,2.4755750110292,0.1
400,300,2.5132741228723,0.1
400,300,2.5509732347154,0.1
400,300,2.5886723465585,0.1
400,300,2.6263714584016,0.1
400,300,2.6640705702447,0.1
400,300,2.7017696820878,0.1
400,300,2.7394687939308,0.1
400,300,2.7771679057739,0.1
400,300,2.814867017617,0.1
400,300,2.8525661294601,0.1
400,300,2.8902652413032,0.1
400,300,2.9279643531463,0.1
400,300,2.9656634649894,0.1
400,300,3.0033625768325,0.1
400,300,3.0410616886755,0.1
400,300,3.0787608005186,0.1
400,300,3.1164599123617,0.1
400,300,3.1541590242048,0.1
400,300,3.1918581360479,0.1
400,300,3.229557247891,0.1
400,300,3.2672563597341,0.1
400,300,3.3049554715771,0.1
400,300,3.3426545834202,0.1
400,300,3.3803536952633,0.1
400,300,3.4180528071064,0.1
400,300,3.4557519189495,0.1
400,300,3.4934510307926,0.1
400,300,3.5311501426357,0.1
400,300,3.5688492544787,0.1
400,300,3.6065483663218,0.1
400,300,3.6442474781649,0.1
400,300,3.681946590008,0.1
400,300,3.7196457018511,0.1
400,300,3.7573448136942,0.1
400,300,3.7950439255373,0.1
400,300,3.8327430373803,0.1
400,300,3.8704421492234,0.1
400,300,3.9081412610665,0.1
400,300,3.9458403729096,0.1
400,300,3.9835394847527,0.1
400,300,4.0212385965958,0.1
400,300,4.0589377084389,0.1
400,300,4.0966368202819,0.1
400,300,4.134335932125,0.1
400,300,4.1720350439681,0.1
400,300,4.2097341558112,0.1
400,300,4.2474332676543,0.1
400,300,4.2851323794974,0.1
400,300,4.3228314913405,0.1
400,300,4.3605306031836,0.1
400,300,4.3982297150266,0.1
400,300,4.4359288268697,0.1
400,300,4.4736279387128,0.1
400,300,4.5113270505559,0.1
400,300,4.549026162399,0.1
400,300,4.5867252742421,0.1
400,300,4.6244243860852,0.1
400,300,4.6621234979282,0.1
400,300,4.6998226097713,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
400,300,-1.5707963267949,0.1
393.24942791762,300.96436744034,-1.5707963267949,0.09855344883949
386.38443935927,301.94508009153,-1.5707963267949,0.0970823798627
379.51945080092,302.92579274273,-1.5707963267949,0.09561131088591
372.65446224256,303.90650539392,-1.5707963267949,0.094140241909121
365.78947368421,304.88721804511,-1.5707963267949,0.092669172932331
358.92448512586,305.86793069631,-1.5707963267949,0.091198103955541
352.05949656751,306.8486433475,-1.5707963267949,0.089727034978751
345.19450800915,307.82935599869,-1.5707963267949,0.088255966001961
338.3295194508,308.81006864989,-1.5707963267949,0.086784897025172
331.46453089245,309.79078130108,-1.5707963267949,0.085313828048382
324.5995423341,310.77149395227,-1.5707963267949,0.083842759071592
317.73455377574,311.75220660347,-1.5707963267949,0.082371690094802
310.86956521739,312.73291925466,-1.5707963267949,0.080900621118012
304.00457665904,313.71363190585,-1.5707963267949,0.079429552141223
297.13958810069,314.69434455704,-1.5707963267949,0.077958483164433
290.27459954234,315.67505720824,-1.5707963267949,0.076487414187643
283.40961098398,316.65576985943,-1.5707963267949,0.075016345210854
276.54462242563,317.63648251062,-1.5707963267949,0.073545276234064
269.67963386728,318.61719516182,-1.5707963267949,0.072074207257274
262.81464530893,319.59790781301,-1.5707963267949,0.070603138280484
255.94965675058,320.5786204642,-1.5707963267949,0.069132069303695
249.08466819222,321.5593331154,-1.5707963267949,0.067661000326905
242.21967963387,322.54004576659,-1.5707963267949,0.066189931350115
235.35469107552,323.52075841778,-1.5707963267949,0.064718862373326
228.48970251717,324.50147106898,-1.5707963267949,0.063247793396536
221.62471395882,325.48218372017,-1.5707963267949,0.061776724419746
214.75972540046,326.46289637136,-1.5707963267949,0.060305655442956
207.89473684211,327.44360902256,-1.5707963267949,0.058834586466167
201.02974828376,328.42432167375,-1.5707963267949,0.057363517489377
194.16475972541,329.40503432494,-1.5707963267949,0.055892448512587
187.29977116706,330.38574697613,-1.5707963267949,0.054421379535798
180.4347826087,331.36645962733,-1.5707963267949,0.052950310559008
173.56979405035,332.34717227852,-1.5707963267949,0.051479241582218
166.704805492,333.32788492971,-1.5707963267949,0.050008172605428
159.83981693365,334.30859758091,-1.5707963267949,0.048537103628639
152.9748283753,335.2893102321,-1.5707963267949,0.047066034651849
146.10983981694,336.27002288329,-1.5707963267949,0.045594965675059
139.24485125859,337.25073553449,-1.5707963267949,0.04412389669827
132.37986270024,338.23144818568,-1.5707963267949,0.04265282772148
125.51487414189,339.21216083687,-1.5707963267949,0.04118175874469
118.64988558354,340.19287348807,-1.5707963267949,0.0397106897679
111.78489702518,341.17358613926,-1.5707963267949,0.038239620791111
104.91990846683,342.15429879045,-1.5707963267949,0.036768551814321
98.054919908477,343.13501144165,-1.5707963267949,0.035297482837531
91.189931350123,344.11572409284,-1.5707963267949,0.033826413860741
84.324942791769,345.09643674403,-1.5707963267949,0.03235534488395
77.459954233415,346.07714939523,-1.5707963267949,0.03088427590716
70.594965675061,347.05786204642,-1.5707963267949,0.02941320693037
63.729977116707,348.03857469761,-1.5707963267949,0.02794213795358
56.864988558353,349.01928734881,-1.5707963267949,0.02647106897679
